epoch,layer,x,y,label
0,1,-34.08649076490147,-27.63078031947712,1
0,1,25.198471094484223,19.968985759156478,1
0,1,-23.16490878453847,-20.12075749215122,1
0,1,-16.640027777112138,-14.924993649786321,1
0,1,-17.871552412259216,-2.9943561848491,1
0,1,-23.311102886866955,34.482258396659276,1
0,1,-16.566159651014527,-1.5427749948844607,1
0,1,-42.55255543952886,3.1900487467475993,1
0,1,-10.36836190683461,-23.18944713866182,1
0,1,-40.72510621133021,10.144903369020604,1
0,1,0.9973096189227616,30.20498016466079,1
0,1,-6.716625102080322,-25.683713155233715,1
0,1,-4.4242046614077335,23.55432289142774,1
0,1,31.84504007202933,6.453670226535897,1
0,1,19.931868955374178,-11.063436870977469,1
0,1,37.98597838302365,15.226594294667425,1
0,1,31.205166646573307,-6.856990265520561,1
0,1,40.998333859572135,9.096775992251308,1
0,1,-42.85282188763007,9.414953134304485,1
0,1,-16.19468432436855,-20.617189843975247,1
0,1,35.030893348652604,-13.907400128429726,1
0,1,8.1296004696756,33.85250312237607,1
0,1,2.641872205742726,-33.10192842717062,1
0,1,-34.835090280024225,2.953389704224447,1
0,1,9.700273438991529,-21.19023441571332,1
0,1,-15.21559097057744,5.604415272772399,1
0,1,43.25539873400047,14.42019030696822,1
0,1,25.0428846919262,-3.4511597848992093,1
0,1,12.317420388191518,32.8584256509699,1
0,1,4.634519797771733,5.919855259629704,1
0,1,-41.68457393907119,-6.033750190353854,1
0,1,13.203725795939128,-13.225410842221839,1
0,1,-35.941383902222746,-20.579406191579217,1
0,1,-11.611867057848032,18.458354960559074,1
0,1,24.42076927081972,30.193607523976617,1
0,1,7.15605608293754,28.189954252257422,1
0,1,-24.44525969182824,3.307731401378465,1
0,1,-31.845459604660107,-6.572239944251743,1
0,1,3.308351334402621,5.624919781268242,1
0,1,18.42975706256356,34.735505572650474,1
0,1,20.75907105992748,29.13282946034562,1
0,1,-18.11421922327216,-17.272801087804048,1
0,1,15.085575559487449,24.985637270899236,1
0,1,-16.075601228234646,-10.335219798793133,1
0,1,7.23207487576385,-37.07531432604957,1
0,1,-12.553395282588518,21.796099752432983,1
0,1,-7.631315058600528,-29.478770304420262,1
0,1,-11.177741459985326,-27.679171988388923,1
0,1,-14.38806797104822,-15.613711935589654,1
0,1,-34.67529350624776,-19.420461185400296,1
0,1,-13.971287701314155,13.567602169488817,1
0,1,28.00207415754164,25.276399943722094,1
0,1,-42.98453564065158,-11.222902279718987,1
0,1,30.484494894207867,12.897207770156733,1
0,1,-12.911331990818612,15.640468879777865,1
0,1,-10.551562951630086,13.246731372412604,1
0,1,-7.04244378218252,4.2018756974209,1
0,1,-24.34026090657826,-20.9340848952667,1
0,1,-2.84574007521336,-16.88017326773579,1
0,1,-31.13657368861411,-46.38830947230827,1
0,1,-23.663178198918043,29.690913984417364,1
0,1,-3.2484836990427204,-41.4772737623263,1
0,1,27.603129561904968,19.427163395579132,1
0,1,29.84959249847949,-27.009890943987827,1
0,1,-14.191679185645064,2.681304592116738,1
0,1,-26.642818401171475,-37.68188854905026,1
0,1,6.176621983059512,-28.998212298450422,1
0,1,30.340441031447224,9.642967448317373,1
0,1,-43.27508200351294,-35.297089320922794,1
0,1,1.5775174180250189,34.40119937899083,1
0,1,-34.3267270282408,-27.915165638216504,1
0,1,1.5973797407666317,-21.72815696265087,1
0,1,19.22971614911206,-7.788831891571536,1
0,1,36.261953961271054,0.5896846177307985,1
0,1,29.870550934232902,11.414750416711795,1
0,1,34.528698443751544,-8.744864045282695,1
0,1,-24.33735871339774,31.743433950014243,1
0,1,18.231034089864924,35.11049556910331,1
0,1,18.88092568136716,-34.9009565458431,1
0,1,-28.51438870344883,31.011387732731528,1
0,1,4.801589906341719,-26.939500186009408,1
0,1,39.60895919861749,8.36744300360976,1
0,1,20.39651654794679,38.15932523061298,1
0,1,-39.51873503888305,15.699104385625997,1
0,1,-42.08980326914398,10.12535232255925,1
0,1,-11.696032244938715,21.085445184877656,1
0,1,-15.690080650497466,-4.105900786598226,1
0,1,15.686878441167623,4.103203167386877,1
0,1,12.308108248675746,-18.409454188131797,1
0,1,-27.41282743605884,-1.934126741245212,1
0,1,-15.174114389731196,2.3438848687177773,1
0,1,-9.123139618294385,8.145609826499864,1
0,1,12.568149453011964,28.789691645761014,1
