epoch,layer,x,y,label
0,1,-30.53824173965161,22.634857487449082,0
0,1,7.15605608293754,25.32581278473668,1
0,1,29.61859340370528,-5.579411526200416,0
0,1,27.69569639553423,-22.711117994899986,0
0,1,-35.57471647419396,-27.779058520930874,1
0,1,19.931868955374178,-9.939375156229316,1
0,1,-22.24828759921077,13.601658232554131,0
0,1,-0.1170992885329514,-15.725706119921195,0
0,1,-23.11785985160433,-7.29781495086913,0
0,1,4.7621864933241005,-41.62488179881725,0
0,1,-6.3998657083837465,14.877885503202084,0
0,1,13.634207907683676,-23.534191725080568,1
0,1,-26.733773053800768,-12.185414178639816,0
0,1,-24.853773370261607,-22.243147441039454,1
0,1,-35.16159725594059,-14.929347121151478,0
0,1,9.473888207486898,-14.553268321770915,1
0,1,27.092162858384395,2.0168027740521426,0
0,1,-13.122545085009262,35.41482403592669,0
0,1,-31.80655954266644,-4.487420998168283,1
0,1,1.5775174180250189,30.90598612705992,1
0,1,4.90501499043196,-42.64258620665101,0
0,1,4.213995249444545,35.95895865597081,1
0,1,-33.29506687092135,27.995362729915623,0
0,1,12.666484960540537,21.164729005424114,1
0,1,25.739012158018465,-20.39375593675016,1
0,1,-4.741132398330226,23.959660249593426,0
0,1,-5.613152721407077,9.481044354328958,1
0,1,-9.868022640249311,22.76610328594153,1
0,1,34.854388936721534,5.411517266575535,0
0,1,-40.938453083827135,-13.662554006788868,0
0,1,39.15815143289437,9.584487687146034,1
0,1,15.686878441167623,3.6863115954385437,1
0,1,7.116680272368879,17.608508966850067,0
0,1,-11.358747515706208,-5.650277077227104,0
0,1,26.147913794788455,7.480822153961045,0
0,1,-30.256198037950902,0.7048717155758359,0
0,1,12.230902078020746,9.16111422021205,0
0,1,-41.905931564217816,-12.006276056013911,1
0,1,-28.974707933870317,28.098423475495583,1
0,1,17.717118657343004,-5.183803971792007,0
0,1,17.189978753003764,17.867051112614543,0
0,1,-39.51873503888305,14.104051925751664,1
0,1,-21.44209121016059,-2.591464349995955,0
0,1,-32.31807266240611,5.851367171984936,1
0,1,-10.769375809157468,13.629181654550578,1
0,1,21.86856548068392,35.42973465800194,0
0,1,-2.3558264992182827,25.980997321016865,1
0,1,-20.80582131688829,-8.628946939466953,0
0,1,-10.651431899019435,22.226348138324038,1
0,1,17.617348667083434,38.979205425142574,1
0,1,-7.489518194640151,38.57685234414163,1
0,1,-12.911331990818612,14.051373874898523,1
0,1,9.700273438991529,-19.03727494109234,1
0,1,26.17806942120601,-14.30498663911215,0
0,1,5.77692976234755,15.518507860095703,1
0,1,33.291222325877214,-15.887811777163426,0
0,1,-17.73540263985084,-28.53912483861905,0
0,1,34.07365496424422,5.128369889601549,0
0,1,-13.143968964167856,-17.901251705767717,1
0,1,33.18929706887635,23.507155372133315,1
0,1,30.361642755895367,-8.662016354749067,0
0,1,16.421114524062816,0.7539979688715523,0
0,1,5.628434354068897,-16.40057406562639,0
0,1,-37.279820024135695,31.456328301901056,0
0,1,-9.123139618294385,7.31800369867316,1
0,1,-23.16490878453847,-18.076458470751277,1
0,1,28.011291174959467,-1.8806076444897981,0
0,1,-33.959301581685,-36.23138853774247,0
0,1,11.92227552120296,42.09991654032478,0
0,1,32.49197191558566,10.138770684326701,1
0,1,-14.467873038825893,-20.871360399346777,1
0,1,10.67327449572366,18.6945453480502,0
0,1,17.66342874671411,27.395665355794417,0
0,1,-13.240948097375384,-17.79809463238119,1
0,1,5.542252779906261,-1.2196966122223913,1
0,1,-7.729787072358403,-23.204453809561013,1
0,1,-10.16920854502869,2.635745921849284,0
0,1,-42.45994701127604,-7.603444514345681,1
0,1,-34.432832911006834,-23.24145135193229,0
0,1,-25.71715977265848,-37.764164463417586,0
0,1,31.20441304816977,12.494438795696896,1
0,1,-34.12623410636768,-21.480781704304707,0
0,1,26.62715856671493,0.7305891542103381,0
0,1,0.1546285411692105,-27.723226732048758,1
0,1,15.789950263662144,37.06731285098576,1
0,1,-35.71045076206379,17.15478380087075,0
0,1,7.962169361988603,-8.685668031020404,0
0,1,21.278676166143413,8.567713009249118,0
0,1,36.40470293495402,21.980648462662323,0
0,1,38.03810480235904,-14.738565637453352,0
0,1,-23.68032844973231,-23.62284102863569,1
0,1,-41.55516215410919,7.7240644744687295,0
0,1,31.205166646573307,-6.160309810273253,1
0,1,11.99490337554159,18.180508950080945,0
