srcClass,destClass,meanDistance
0,0,0.20150914788246155
0,1,0.21626198291778564
1,0,0.21626198291778564
1,1,0.22163687646389008
0,2,0.2074088603258133
2,0,0.2074088603258133
1,2,0.21202726662158966
2,1,0.21202726662158966
2,2,0.1979490965604782
