srcClass,destClass,meanDistance
0,0,0.3987492322921753
0,1,0.667873203754425
1,0,0.667873203754425
1,1,0.38764312863349915
0,2,0.8251698017120361
2,0,0.8251698017120361
1,2,0.7901762127876282
2,1,0.7901762127876282
2,2,0.30290746688842773
