srcClass,destClass,meanDistance
0,0,14.451122283935547
0,1,19.429729461669922
1,0,19.429729461669922
1,1,14.693243980407715
0,2,21.652677536010742
2,0,21.652677536010742
1,2,21.119375228881836
2,1,21.119375228881836
2,2,12.55300235748291
